species	group
ciceribacter_selenitireducens_atcc_baa_1503_gca_900492185	nonvertebrates
citreicella_sp_357_gca_000259095	nonvertebrates
citreicella_sp__gca_003509995	nonvertebrates
citreicella_sp_se45_gca_000161755	nonvertebrates
citreimonas_salinaria_gca_900107235	nonvertebrates
citricoccus_muralis_gca_003386075	nonvertebrates
citricoccus_sp_sgair0253_gca_005877055	nonvertebrates
citrifermentans_bemidjiense_bem_gca_000020725	nonvertebrates
citrobacter_amalonaticus_gca_001559075	nonvertebrates
citrobacter_amalonaticus_gca_002918935	nonvertebrates
citrobacter_amalonaticus_gca_003938795	nonvertebrates
citrobacter_amalonaticus_gca_004167485	nonvertebrates
citrobacter_amalonaticus_gca_900460855	nonvertebrates
citrobacter_amalonaticus_y19_gca_000981805	nonvertebrates
citrobacter_arsenatis_gca_004353845	nonvertebrates
citrobacter_braakii_gca_001952715	nonvertebrates
citrobacter_braakii_gca_002075345	nonvertebrates
citrobacter_braakii_gca_004331445	nonvertebrates
citrobacter_braakii_gca_004331535	nonvertebrates
citrobacter_braakii_gca_004331545	nonvertebrates
citrobacter_braakii_gca_004331575	nonvertebrates
citrobacter_braakii_gca_004331585	nonvertebrates
citrobacter_braakii_gca_004331635	nonvertebrates
citrobacter_farmeri_gca_002249995	nonvertebrates
citrobacter_freundii_complex_sp_cfnih2_gca_002880615	nonvertebrates
citrobacter_freundii_complex_sp_cfnih3_gca_002903215	nonvertebrates
citrobacter_freundii_complex_sp_cfnih4_gca_002934505	nonvertebrates
citrobacter_freundii_complex_sp_cfnih9_gca_002903305	nonvertebrates
citrobacter_freundii_gca_000937505	nonvertebrates
citrobacter_freundii_gca_001316675	nonvertebrates
citrobacter_freundii_gca_001317135	nonvertebrates
citrobacter_freundii_gca_001546285	nonvertebrates
citrobacter_freundii_gca_001880825	nonvertebrates
citrobacter_freundii_gca_001880945	nonvertebrates
citrobacter_freundii_gca_002151755	nonvertebrates
citrobacter_freundii_gca_002151775	nonvertebrates
citrobacter_freundii_gca_002151815	nonvertebrates
citrobacter_freundii_gca_002211705	nonvertebrates
citrobacter_freundii_gca_002215385	nonvertebrates
citrobacter_freundii_gca_002252125	nonvertebrates
citrobacter_freundii_gca_002918505	nonvertebrates
citrobacter_freundii_gca_003571565	nonvertebrates
citrobacter_freundii_gca_003665615	nonvertebrates
citrobacter_freundii_gca_003937345	nonvertebrates
citrobacter_freundii_gca_004004965	nonvertebrates
citrobacter_freundii_gca_004024405	nonvertebrates
citrobacter_freundii_gca_004145665	nonvertebrates
citrobacter_freundii_gca_004181935	nonvertebrates
citrobacter_freundii_gca_004327825	nonvertebrates
citrobacter_freundii_gca_004327835	nonvertebrates
citrobacter_freundii_gca_004331565	nonvertebrates
citrobacter_freundii_gca_004792475	nonvertebrates
citrobacter_freundii_gca_004795555	nonvertebrates
citrobacter_freundii_gca_004801105	nonvertebrates
citrobacter_freundii_gca_004801115	nonvertebrates
citrobacter_freundii_gca_005217825	nonvertebrates
citrobacter_freundii_gca_005960425	nonvertebrates
citrobacter_freundii_gca_900446875	nonvertebrates
citrobacter_freundii_gca_900460895	nonvertebrates
citrobacter_freundii_gca_900460945	nonvertebrates
citrobacter_freundii_mgh_56_gca_000692115	nonvertebrates
citrobacter_gillenii_gca_003429605	nonvertebrates
citrobacter_koseri_atcc_baa_895_gca_000018045	nonvertebrates
citrobacter_koseri_gca_900446925	nonvertebrates
citrobacter_koseri_gca_900461075	nonvertebrates
citrobacter_koseri_gca_900635885	nonvertebrates
citrobacter_murliniae_gca_004801125	nonvertebrates
citrobacter_pasteurii_gca_000826205	nonvertebrates
citrobacter_portucalensis_gca_004801555	nonvertebrates
citrobacter_sp_50677481_gca_001463265	nonvertebrates
citrobacter_sp_aak_as5_gca_004119015	nonvertebrates
citrobacter_sp_abfqg_gca_004322975	nonvertebrates
citrobacter_sp_cfnih10_gca_002934585	nonvertebrates
citrobacter_sp_cre_46_gca_003204265	nonvertebrates
citrobacter_sp_kte151_gca_000398845	nonvertebrates
citrobacter_sp_l55_gca_002850715	nonvertebrates
citrobacter_sp_mgh100_gca_001034465	nonvertebrates
citrobacter_sp_mgh103_gca_001034475	nonvertebrates
citrobacter_sp_mgh105_gca_001037485	nonvertebrates
citrobacter_sp_mgh106_gca_001037495	nonvertebrates
citrobacter_sp_mgh109_gca_001037505	nonvertebrates
citrobacter_sp_mh181794_gca_003725895	nonvertebrates
citrobacter_sp_tbcs_11_gca_005281395	nonvertebrates
citrobacter_sp_tbcs_14_gca_005280805	nonvertebrates
citrobacter_sp_tbcs_15_gca_005280815	nonvertebrates
citrobacter_sp_wls613_gca_005281195	nonvertebrates
citrobacter_sp_wls615_gca_005281355	nonvertebrates
citrobacter_sp_wls617_gca_005281175	nonvertebrates
citrobacter_sp_wls618_gca_005281155	nonvertebrates
citrobacter_sp_wls619_gca_005281345	nonvertebrates
citrobacter_sp_wls620_gca_005281325	nonvertebrates
citrobacter_sp_wls621_gca_005281165	nonvertebrates
citrobacter_sp_wls706_gca_005281305	nonvertebrates
citrobacter_sp_wls707_gca_005281125	nonvertebrates
citrobacter_sp_wls708_gca_005281255	nonvertebrates
citrobacter_sp_wls710_gca_005281115	nonvertebrates
citrobacter_sp_wls711_gca_005281055	nonvertebrates
citrobacter_sp_wls712_gca_005281045	nonvertebrates
citrobacter_sp_wls713_gca_005281265	nonvertebrates
citrobacter_sp_wls714_gca_005281025	nonvertebrates
citrobacter_sp_wls715_gca_005281015	nonvertebrates
citrobacter_sp_wls716_gca_005280975	nonvertebrates
citrobacter_sp_wls717_gca_005280955	nonvertebrates
citrobacter_sp_wls718_gca_005280945	nonvertebrates
citrobacter_sp_wls757_gca_005280935	nonvertebrates
citrobacter_sp_wls758_gca_005280915	nonvertebrates
citrobacter_sp_wls826_gca_005281245	nonvertebrates
citrobacter_sp_wls827_gca_005280875	nonvertebrates
citrobacter_sp_wls829_gca_005280825	nonvertebrates
citrobacter_sp_wls831_gca_005281215	nonvertebrates
citrobacter_tructae_gca_004684345	nonvertebrates
citrobacter_werkmanii_gca_002185305	nonvertebrates
citrobacter_werkmanii_gca_004146135	nonvertebrates
citrobacter_werkmanii_nbrc_105721_gca_000759755	nonvertebrates
citrobacter_youngae_atcc_29220_gca_000155975	nonvertebrates
citrobacter_youngae_gca_900446905	nonvertebrates
citromicrobium_sp__gca_002694415	nonvertebrates
citromicrobium_sp__gca_002706245	nonvertebrates
citromicrobium_sp__gca_002724705	nonvertebrates
citromicrobium_sp__gca_003248395	nonvertebrates
citromicrobium_sp__gca_003248785	nonvertebrates
citromicrobium_sp_rcc1885_gca_001306365	nonvertebrates
citromicrobium_sp_rcc1897_gca_001648095	nonvertebrates
clavibacter_cf_michiganensis_lmg_26808_gca_000698005	nonvertebrates
clavibacter_michiganensis_gca_002150995	nonvertebrates
clavibacter_michiganensis_gca_002151115	nonvertebrates
clavibacter_michiganensis_gca_002151125	nonvertebrates
clavibacter_michiganensis_gca_002151165	nonvertebrates
clavibacter_michiganensis_gca_002151185	nonvertebrates
clavibacter_michiganensis_gca_002931035	nonvertebrates
clavibacter_michiganensis_gca_002931135	nonvertebrates
clavibacter_michiganensis_gca_002931175	nonvertebrates
clavibacter_michiganensis_gca_003576185	nonvertebrates
clavibacter_michiganensis_gca_003576195	nonvertebrates
clavibacter_michiganensis_subsp_capsici_gca_001280205	nonvertebrates
clavibacter_michiganensis_subsp_insidiosus_gca_000958465	nonvertebrates
clavibacter_michiganensis_subsp_insidiosus_gca_003576105	nonvertebrates
clavibacter_michiganensis_subsp_michiganensis_gca_002151045	nonvertebrates
clavibacter_michiganensis_subsp_michiganensis_gca_002151105	nonvertebrates
clavibacter_michiganensis_subsp_michiganensis_ncppb_382_gca_000063485	nonvertebrates
clavibacter_michiganensis_subsp_nebraskensis_gca_003576125	nonvertebrates
clavibacter_michiganensis_subsp_nebraskensis_ncppb_2581_gca_000355695	nonvertebrates
clavibacter_michiganensis_subsp_sepedonicus_gca_000069225	nonvertebrates
clavibacter_michiganensis_subsp_tessellarius_gca_001618005	nonvertebrates
clavibacter_michiganensis_subsp_tessellarius_gca_002240635	nonvertebrates
clavibacter_phaseoli_gca_003576365	nonvertebrates
clavibacter_phaseoli_gca_003576445	nonvertebrates
clavibacter_sp_199_gca_003384945	nonvertebrates
clavibacter_sp_cfbp_8615_gca_003576405	nonvertebrates
cloacibacillus_porcorum_gca_001701045	nonvertebrates
cloacibacillus_sp_an23_gca_002159945	nonvertebrates
cloacibacterium_normanense_gca_001747495	nonvertebrates
cloacibacterium_normanense_gca_002943105	nonvertebrates
clostridia_bacterium_41_269_gca_001508005	nonvertebrates
clostridia_bacterium_brh_c25_gca_001515955	nonvertebrates
clostridia_bacterium_gca_003343735	nonvertebrates
clostridia_bacterium_gca_003343915	nonvertebrates
clostridiaceae_bacterium_14s0207_gca_003288255	nonvertebrates
clostridiaceae_bacterium_af02_42_gca_003435325	nonvertebrates
clostridiaceae_bacterium_af18_31lb_gca_003479325	nonvertebrates
clostridiaceae_bacterium_af29_16bh_gca_003478475	nonvertebrates
clostridiaceae_bacterium_af31_3bh_gca_003478105	nonvertebrates
clostridiaceae_bacterium_af42_6_gca_003477505	nonvertebrates
clostridiaceae_bacterium_am27_36lb_gca_003480725	nonvertebrates
clostridiaceae_bacterium_brh_c20a_gca_000961765	nonvertebrates
clostridiaceae_bacterium_dsm_106076_gca_003885045	nonvertebrates
clostridiaceae_bacterium_gca_003149875	nonvertebrates
clostridiaceae_bacterium_jg1575_gca_002838815	nonvertebrates
clostridiaceae_bacterium_of09_1_gca_003482275	nonvertebrates
clostridiaceae_bacterium_om02_2ac_gca_003481775	nonvertebrates
clostridiaceae_bacterium_om08_6bh_gca_003481535	nonvertebrates
clostridiaceae_bacterium_tf01_6_gca_003435455	nonvertebrates
clostridiales_bacterium_1_7_47faa_gca_000155435	nonvertebrates
clostridiales_bacterium_38_11_gca_001509345	nonvertebrates
clostridiales_bacterium_38_18_gca_001897605	nonvertebrates
clostridiales_bacterium_af36_10_gca_003604275	nonvertebrates
clostridiales_bacterium_am23_16lb_gca_003435115	nonvertebrates
clostridiales_bacterium_chkci001_gca_900045905	nonvertebrates
clostridiales_bacterium_chkci006_gca_900018345	nonvertebrates
clostridiales_bacterium_cot073_cot_073_gca_003858485	nonvertebrates
clostridiales_bacterium_gca_003150145	nonvertebrates
clostridiales_bacterium_gca_003150645	nonvertebrates
clostridiales_bacterium_gca_003500195	nonvertebrates
clostridiales_bacterium_gca_003512725	nonvertebrates
clostridiales_bacterium_gca_003522145	nonvertebrates
clostridiales_bacterium_gca_003522905	nonvertebrates
clostridiales_bacterium_gca_003525905	nonvertebrates
clostridiales_bacterium_gca_003538415	nonvertebrates
clostridiales_bacterium_gca_900176495	nonvertebrates
clostridiales_bacterium_gca_900199385	nonvertebrates
clostridiales_bacterium_gwf2_38_85_gca_001797275	nonvertebrates
clostridiales_bacterium_ka00134_gca_001574395	nonvertebrates
clostridiales_bacterium_ka00274_gca_001552885	nonvertebrates
clostridiales_bacterium_kle1615_gca_001641065	nonvertebrates
clostridiales_bacterium_oral_taxon_876_str_f0540_gca_000466585	nonvertebrates
clostridiales_bacterium_ph28_bin88_gca_000987045	nonvertebrates
clostridiales_bacterium_s5_a14a_gca_000758905	nonvertebrates
clostridiales_bacterium_tf09_2ac_gca_003603825	nonvertebrates
clostridiales_family_xiii_bacterium_gca_003343965	nonvertebrates
clostridioides_difficile_630_gca_000009205	nonvertebrates
clostridioides_difficile_atcc_9689_dsm_1296_gca_001077535	nonvertebrates
clostridioides_difficile_cd160_gca_000449425	nonvertebrates
clostridioides_difficile_cd196_gca_000085225	nonvertebrates
clostridioides_difficile_f501_gca_000450805	nonvertebrates
clostridioides_difficile_gca_001299495	nonvertebrates
clostridioides_difficile_gca_002301955	nonvertebrates
clostridioides_difficile_gca_005502205	nonvertebrates
clostridioides_difficile_gca_005786645	nonvertebrates
clostridioides_difficile_gca_900074795	nonvertebrates
clostridioides_difficile_gca_900164675	nonvertebrates
clostridioides_difficile_gca_900684045	nonvertebrates
clostridioides_difficile_gca_900686955	nonvertebrates
clostridioides_difficile_gca_901002355	nonvertebrates
clostridioides_difficile_gca_901005725	nonvertebrates
clostridioides_difficile_gca_901006595	nonvertebrates
clostridioides_difficile_gca_901006875	nonvertebrates
clostridioides_difficile_nap08_gca_000164175	nonvertebrates
clostridioides_difficile_p28_gca_000450985	nonvertebrates
clostridioides_difficile_r20291_gca_000027105	nonvertebrates
clostridioides_difficile_y384_gca_000451045	nonvertebrates
clostridium_aceticum_gca_001042715	nonvertebrates
clostridium_acetireducens_dsm_10703_gca_001758365	nonvertebrates
clostridium_acetobutylicum_atcc_824_gca_000008765	nonvertebrates
clostridium_acidisoli_dsm_12555_gca_900176305	nonvertebrates
clostridium_algidicarnis_dsm_15099_gca_002934235	nonvertebrates
clostridium_amylolyticum_gca_900142075	nonvertebrates
clostridium_argentinense_cdc_2741_gca_000816675	nonvertebrates
clostridium_autoethanogenum_dsm_10061_gca_000484505	nonvertebrates
clostridium_autoethanogenum_gca_003693285	nonvertebrates
clostridium_baratii_gca_000962755	nonvertebrates
clostridium_baratii_gca_001405755	nonvertebrates
clostridium_baratii_str_sullivan_gca_000789395	nonvertebrates
clostridium_bartlettii_cag_1329_gca_000433835	nonvertebrates
clostridium_beijerinckii_gca_000833105	nonvertebrates
clostridium_beijerinckii_gca_001685175	nonvertebrates
clostridium_beijerinckii_gca_002003345	nonvertebrates
clostridium_beijerinckii_gca_002006125	nonvertebrates
clostridium_beijerinckii_gca_002006205	nonvertebrates
clostridium_beijerinckii_gca_002006435	nonvertebrates
clostridium_beijerinckii_gca_002006445	nonvertebrates
clostridium_beijerinckii_gca_002009885	nonvertebrates
clostridium_beijerinckii_gca_003129525	nonvertebrates
clostridium_beijerinckii_gca_900010805	nonvertebrates
clostridium_beijerinckii_gca_900447025	nonvertebrates
clostridium_beijerinckii_ncimb_8052_gca_000016965	nonvertebrates
clostridium_bornimense_gca_000577895	nonvertebrates
clostridium_botulinum_a2_str_kyoto_gca_000022765	nonvertebrates
clostridium_botulinum_a3_str_loch_maree_gca_000019545	nonvertebrates
clostridium_botulinum_b1_str_okra_gca_000019305	nonvertebrates
clostridium_botulinum_b2_433_gca_000711115	nonvertebrates
clostridium_botulinum_b2_450_gca_000876495	nonvertebrates
clostridium_botulinum_b_str_eklund_17b_nrp__gca_000020165	nonvertebrates
clostridium_botulinum_b_str_osaka05_gca_000503815	nonvertebrates
clostridium_botulinum_ba4_str_657_gca_000020345	nonvertebrates
clostridium_botulinum_bf_gca_000171075	nonvertebrates
clostridium_botulinum_c_d_str_bkt12695_gca_000710585	nonvertebrates
clostridium_botulinum_c_d_str_dc5_gca_000768595	nonvertebrates
clostridium_botulinum_c_d_str_it1_gca_000724385	nonvertebrates
clostridium_botulinum_c_str_eklund_gca_000171095	nonvertebrates
clostridium_botulinum_cdc_1436_gca_000817935	nonvertebrates
clostridium_botulinum_cfsan001627_gca_000307635	nonvertebrates
clostridium_botulinum_d_str_1873_gca_000175395	nonvertebrates
clostridium_botulinum_e1_str_bont_e_beluga__gca_000175335	nonvertebrates
clostridium_botulinum_f_str_langeland_gca_000017065	nonvertebrates
clostridium_botulinum_gca_000830755	nonvertebrates
clostridium_botulinum_gca_001264605	nonvertebrates
clostridium_botulinum_gca_001273195	nonvertebrates
clostridium_botulinum_gca_001273255	nonvertebrates
clostridium_botulinum_gca_001276965	nonvertebrates
clostridium_botulinum_gca_001886775	nonvertebrates
clostridium_botulinum_gca_001889325	nonvertebrates
clostridium_botulinum_gca_001921945	nonvertebrates
clostridium_botulinum_gca_002103895	nonvertebrates
clostridium_botulinum_gca_002865785	nonvertebrates
clostridium_botulinum_gca_003017225	nonvertebrates
clostridium_botulinum_gca_003515665	nonvertebrates
clostridium_botulinum_gca_004120535	nonvertebrates
clostridium_botulinum_prevot_594_gca_000816965	nonvertebrates
clostridium_butyricum_60e_3_gca_000371625	nonvertebrates
clostridium_butyricum_dora_1_gca_000508465	nonvertebrates
clostridium_butyricum_e4_str_bont_e_bl5262_gca_000182605	nonvertebrates
clostridium_butyricum_gca_002940805	nonvertebrates
clostridium_butyricum_gca_003935945	nonvertebrates
clostridium_cadaveris_gca_900113105	nonvertebrates
clostridium_carboxidivorans_p7_gca_000175595	nonvertebrates
clostridium_carnis_gca_900618095	nonvertebrates
clostridium_cavendishii_dsm_21758_gca_900141845	nonvertebrates
clostridium_celatum_dsm_1785_gca_000320405	nonvertebrates
clostridium_cellulovorans_743b_gca_000145275	nonvertebrates
clostridium_chauvoei_jf4335_gca_900168365	nonvertebrates
clostridium_chromiireducens_gca_002029255	nonvertebrates
clostridium_chromiireducens_gca_003575225	nonvertebrates
clostridium_clostridioforme_cag_132_gca_000436455	nonvertebrates
clostridium_cochlearium_gca_900103025	nonvertebrates
clostridium_cochlearium_gca_900446985	nonvertebrates
clostridium_cochlearium_gca_900446995	nonvertebrates
clostridium_colicanis_dsm_13634_gca_001593985	nonvertebrates
clostridium_collagenovorans_dsm_3089_gca_900130005	nonvertebrates
clostridium_combesii_gca_002749945	nonvertebrates
clostridium_coskatii_gca_001636835	nonvertebrates
clostridium_cylindrosporum_dsm_605_gca_001047375	nonvertebrates
clostridium_diolis_gca_003015255	nonvertebrates
clostridium_disporicum_gca_001404355	nonvertebrates
clostridium_disporicum_gca_001405015	nonvertebrates
clostridium_drakei_gca_003096175	nonvertebrates
clostridium_estertheticum_subsp_estertheticum_gca_001877035	nonvertebrates
clostridium_fallax_gca_900129365	nonvertebrates
clostridium_felsineum_dsm_794_gca_002006355	nonvertebrates
clostridium_fermenticellae_gca_003600355	nonvertebrates
clostridium_fessum_gca_003024715	nonvertebrates
clostridium_formicaceticum_gca_001854185	nonvertebrates
clostridium_frigidicarnis_gca_900111985	nonvertebrates
clostridium_gasigenes_gca_900104115	nonvertebrates
clostridium_grantii_dsm_8605_gca_900129965	nonvertebrates
clostridium_haemolyticum_gca_001994015	nonvertebrates
clostridium_haemolyticum_nctc_8350_gca_000768575	nonvertebrates
clostridium_hathewayi_cag_224_gca_000433395	nonvertebrates
clostridium_homopropionicum_dsm_5847_gca_001263795	nonvertebrates
clostridium_indicum_gca_003432035	nonvertebrates
clostridium_intestinale_dsm_6191_gca_900130055	nonvertebrates
clostridium_isatidis_gca_002285495	nonvertebrates
clostridium_kluyveri_dsm_555_gca_000016505	nonvertebrates
clostridium_kluyveri_gca_001902295	nonvertebrates
clostridium_kluyveri_nbrc_12016_gca_000010265	nonvertebrates
clostridium_leptum_cag_27_gca_000431955	nonvertebrates
clostridium_liquoris_gca_002995785	nonvertebrates
clostridium_ljungdahlii_dsm_13528_gca_000143685	nonvertebrates
clostridium_ljungdahlii_gca_001636845	nonvertebrates
clostridium_luticellarii_gca_002995845	nonvertebrates
clostridium_magnum_dsm_2767_gca_001623875	nonvertebrates
clostridium_manihotivorum_gca_004015185	nonvertebrates
clostridium_neonatale_gca_002553615	nonvertebrates
clostridium_nexile_cag_348_gca_000431655	nonvertebrates
clostridium_novyi_a_str_4552_gca_000768605	nonvertebrates
clostridium_novyi_a_str_4570_gca_000768585	nonvertebrates
clostridium_novyi_b_str_nctc_9691_gca_000724265	nonvertebrates
clostridium_novyi_gca_003614235	nonvertebrates
clostridium_novyi_nt_gca_000014125	nonvertebrates
clostridium_oryzae_gca_002029235	nonvertebrates
clostridium_papyrosolvens_dsm_2782_gca_000175795	nonvertebrates
clostridium_paraputrificum_gca_001679805	nonvertebrates
clostridium_pasteurianum_bc1_gca_000389635	nonvertebrates
clostridium_pasteurianum_dsm_525_atcc_6013_gca_000807255	nonvertebrates
clostridium_pasteurianum_gca_001856695	nonvertebrates
clostridium_pasteurianum_nrrl_b_598_gca_000506785	nonvertebrates
clostridium_perfringens_atcc_13124_gca_000013285	nonvertebrates
clostridium_perfringens_b_str_atcc_3626_gca_000171155	nonvertebrates
clostridium_perfringens_d_str_jgs1721_gca_000172455	nonvertebrates
clostridium_perfringens_e_str_jgs1987_gca_000171175	nonvertebrates
clostridium_perfringens_gca_001546355	nonvertebrates
clostridium_perfringens_gca_001579785	nonvertebrates
clostridium_perfringens_gca_003203455	nonvertebrates
clostridium_perfringens_gca_003990265	nonvertebrates
clostridium_perfringens_gca_004793785	nonvertebrates
clostridium_perfringens_gca_900447075	nonvertebrates
clostridium_perfringens_gca_900447085	nonvertebrates
clostridium_perfringens_gca_900447125	nonvertebrates
clostridium_perfringens_gca_900461295	nonvertebrates
clostridium_perfringens_gca_900461395	nonvertebrates
clostridium_perfringens_sm101_gca_000013845	nonvertebrates
clostridium_perfringens_str_13_gca_000009685	nonvertebrates
clostridium_puniceum_gca_002006345	nonvertebrates
clostridium_putrefaciens_gca_900461105	nonvertebrates
clostridium_ragsdalei_p11_gca_001675165	nonvertebrates
clostridium_roseum_gca_002006215	nonvertebrates
clostridium_saccharobutylicum_dsm_13864_gca_000473995	nonvertebrates
clostridium_saccharobutylicum_gca_002006165	nonvertebrates
clostridium_sartagoforme_aau1_gca_000401215	nonvertebrates
clostridium_sartagoforme_gca_004794105	nonvertebrates
clostridium_scatologenes_gca_000968375	nonvertebrates
clostridium_septicum_gca_003606265	nonvertebrates
clostridium_septicum_gca_004101825	nonvertebrates
clostridium_sp_1xd42_85_gca_003611835	nonvertebrates
clostridium_sp_44_14_gca_001916135	nonvertebrates
clostridium_sp_7_2_43faa_gca_000158375	nonvertebrates
clostridium_sp_7_3_54faa_gca_000233515	nonvertebrates
clostridium_sp__gca_003492025	nonvertebrates
clostridium_sp__gca_003537905	nonvertebrates
clostridium_sp_af02_29_gca_003479845	nonvertebrates
clostridium_sp_af12_19_gca_003479565	nonvertebrates
clostridium_sp_af12_28_gca_003479725	nonvertebrates
clostridium_sp_af12_41_gca_003461685	nonvertebrates
clostridium_sp_af15_17lb_gca_003464355	nonvertebrates
clostridium_sp_af15_31_gca_003461625	nonvertebrates
clostridium_sp_af15_41_gca_003604095	nonvertebrates
clostridium_sp_af15_6b_gca_003461585	nonvertebrates
clostridium_sp_af17_2_gca_003479215	nonvertebrates
clostridium_sp_af18_27_gca_003479335	nonvertebrates
clostridium_sp_af19_22ac_gca_003479085	nonvertebrates
clostridium_sp_af20_17lb_gca_003478965	nonvertebrates
clostridium_sp_af20_7_gca_003479275	nonvertebrates
clostridium_sp_af21_20lb_gca_003478795	nonvertebrates
clostridium_sp_af22_10_gca_003478725	nonvertebrates
clostridium_sp_af23_6lb_gca_003461085	nonvertebrates
clostridium_sp_af23_8_gca_003478665	nonvertebrates
clostridium_sp_af24_2lb_gca_003478615	nonvertebrates
clostridium_sp_af27_2aa_gca_003478505	nonvertebrates
clostridium_sp_af27_5aa_gca_003478415	nonvertebrates
clostridium_sp_af28_12_gca_003435225	nonvertebrates
clostridium_sp_af29_8bh_gca_003478145	nonvertebrates
clostridium_sp_af32_12bh_gca_003477935	nonvertebrates
clostridium_sp_af32_7ac_gca_003477925	nonvertebrates
clostridium_sp_af34_10bh_gca_003478095	nonvertebrates
clostridium_sp_af34_13_gca_003477845	nonvertebrates
clostridium_sp_af35_15_gca_003477745	nonvertebrates
clostridium_sp_af36_18bh_gca_003477665	nonvertebrates
clostridium_sp_af36_4_gca_003435975	nonvertebrates
clostridium_sp_af37_5_gca_003477605	nonvertebrates
clostridium_sp_af37_5at_gca_003477775	nonvertebrates
clostridium_sp_af37_7_gca_003477595	nonvertebrates
clostridium_sp_af43_10_gca_003474475	nonvertebrates
clostridium_sp_af46_9ns_gca_003435925	nonvertebrates
clostridium_sp_af50_3_gca_003477445	nonvertebrates
clostridium_sp_am09_51_gca_003473925	nonvertebrates
clostridium_sp_am16_23_gca_003473865	nonvertebrates
clostridium_sp_am18_55_gca_003473565	nonvertebrates
clostridium_sp_am22_11ac_gca_003473545	nonvertebrates
clostridium_sp_am22_16ac_gca_003473525	nonvertebrates
clostridium_sp_am25_23ac_gca_003435125	nonvertebrates
clostridium_sp_am27_28_gca_003480955	nonvertebrates
clostridium_sp_am27_31lb_gca_003480745	nonvertebrates
clostridium_sp_am28_20lb_gca_003480665	nonvertebrates
clostridium_sp_am29_11ac_gca_003480545	nonvertebrates
clostridium_sp_am30_24_gca_003480435	nonvertebrates
clostridium_sp_am32_2_gca_003480345	nonvertebrates
clostridium_sp_am33_3_gca_003480315	nonvertebrates
clostridium_sp_am34_11ac_gca_003435375	nonvertebrates
clostridium_sp_am34_9ac_gca_003480225	nonvertebrates
clostridium_sp_am42_36_gca_003480125	nonvertebrates
clostridium_sp_am42_4_gca_003480105	nonvertebrates
clostridium_sp_am43_3bh_gca_003479985	nonvertebrates
clostridium_sp_am45_5_gca_003479935	nonvertebrates
clostridium_sp_am46_21_gca_003480025	nonvertebrates
clostridium_sp_am48_13_gca_003478455	nonvertebrates
clostridium_sp_am49_4bh_gca_003478335	nonvertebrates
clostridium_sp_am51_4_gca_003478285	nonvertebrates
clostridium_sp_am54_14xd_gca_003478235	nonvertebrates
clostridium_sp_am54_37xd_gca_003478225	nonvertebrates
clostridium_sp_am58_1xd_gca_003464085	nonvertebrates
clostridium_sp_asbs410_gca_000585315	nonvertebrates
clostridium_sp_atcc_29733_gca_000466605	nonvertebrates
clostridium_sp_awrp_gca_004006395	nonvertebrates
clostridium_sp_bc_iso_3_gca_001717745	nonvertebrates
clostridium_sp_bl8_gca_000447315	nonvertebrates
clostridium_sp_bl_8_gca_002006495	nonvertebrates
clostridium_sp_bnl1100_gca_000244875	nonvertebrates
clostridium_sp_c105kso13_gca_001517425	nonvertebrates
clostridium_sp_c105kso14_gca_001517465	nonvertebrates
clostridium_sp_c105kso15_gca_001517445	nonvertebrates
clostridium_sp_c8_gca_001010885	nonvertebrates
clostridium_sp_cag_1013_gca_000432995	nonvertebrates
clostridium_sp_cag_1024_gca_000432015	nonvertebrates
clostridium_sp_cag_12237_41_gca_001916165	nonvertebrates
clostridium_sp_cag_122_gca_000433155	nonvertebrates
clostridium_sp_cag_127_gca_000432475	nonvertebrates
clostridium_sp_cag_138_gca_000435055	nonvertebrates
clostridium_sp_cag_149_gca_000432415	nonvertebrates
clostridium_sp_cag_167_gca_000433735	nonvertebrates
clostridium_sp_cag_169_gca_000435195	nonvertebrates
clostridium_sp_cag_217_gca_000436335	nonvertebrates
clostridium_sp_cag_221_gca_000435835	nonvertebrates
clostridium_sp_cag_226_gca_000431035	nonvertebrates
clostridium_sp_cag_230_gca_000435575	nonvertebrates
clostridium_sp_cag_242_gca_000435455	nonvertebrates
clostridium_sp_cag_245_gca_000435175	nonvertebrates
clostridium_sp_cag_253_gca_000436755	nonvertebrates
clostridium_sp_cag_264_gca_000432315	nonvertebrates
clostridium_sp_cag_265_gca_000436575	nonvertebrates
clostridium_sp_cag_269_gca_000437875	nonvertebrates
clostridium_sp_cag_273_gca_000438355	nonvertebrates
clostridium_sp_cag_277_gca_000438095	nonvertebrates
clostridium_sp_cag_299_gca_000435655	nonvertebrates
clostridium_sp_cag_307_gca_000437575	nonvertebrates
clostridium_sp_cag_343_gca_000431335	nonvertebrates
clostridium_sp_cag_349_gca_000432975	nonvertebrates
clostridium_sp_cag_352_gca_000431855	nonvertebrates
clostridium_sp_cag_354_gca_000437455	nonvertebrates
clostridium_sp_cag_356_gca_000433595	nonvertebrates
clostridium_sp_cag_411_gca_000437275	nonvertebrates
clostridium_sp_cag_413_gca_000431775	nonvertebrates
clostridium_sp_cag_43_gca_000434655	nonvertebrates
clostridium_sp_cag_440_gca_000437215	nonvertebrates
clostridium_sp_cag_448_gca_000433415	nonvertebrates
clostridium_sp_cag_452_gca_000434035	nonvertebrates
clostridium_sp_cag_470_gca_000437115	nonvertebrates
clostridium_sp_cag_505_gca_000436155	nonvertebrates
