species	group
pseudomonas_sp_nfpp33_gca_900103725	nonvertebrates
pseudomonas_sp_nfr16_gca_900108875	nonvertebrates
pseudomonas_sp_np10_3_gca_003253455	nonvertebrates
pseudomonas_sp_np28_5_gca_003201385	nonvertebrates
pseudomonas_sp_o96_267_gca_003935455	nonvertebrates
pseudomonas_sp_o96_267_gca_003935465	nonvertebrates
pseudomonas_sp_ok266_gca_900110195	nonvertebrates
pseudomonas_sp_ok602_gca_900114855	nonvertebrates
pseudomonas_sp_os17_gca_001547895	nonvertebrates
pseudomonas_sp_ov081_gca_003391585	nonvertebrates
pseudomonas_sp_ov144_gca_004368835	nonvertebrates
pseudomonas_sp_ov184_gca_004363115	nonvertebrates
pseudomonas_sp_ov221_gca_003391605	nonvertebrates
pseudomonas_sp_ov226_gca_003148705	nonvertebrates
pseudomonas_sp_ov286_gca_003208475	nonvertebrates
pseudomonas_sp_ov397_gca_003387585	nonvertebrates
pseudomonas_sp_ov467_gca_003208235	nonvertebrates
pseudomonas_sp_ov508_gca_003097075	nonvertebrates
pseudomonas_sp_ov529_gca_003208355	nonvertebrates
pseudomonas_sp_ov546_gca_900116845	nonvertebrates
pseudomonas_sp_ov577_gca_003386595	nonvertebrates
pseudomonas_sp_ov657_gca_003386585	nonvertebrates
pseudomonas_sp_p106_gca_003936645	nonvertebrates
pseudomonas_sp_p99_361_gca_003936655	nonvertebrates
pseudomonas_sp_pamc_29040_gca_003994535	nonvertebrates
pseudomonas_sp_pdc86_gca_900107325	nonvertebrates
pseudomonas_sp_pgppp1_gca_002255865	nonvertebrates
pseudomonas_sp_pgppp2_gca_002255825	nonvertebrates
pseudomonas_sp_pgppp4_gca_002256045	nonvertebrates
pseudomonas_sp_phdv1_gca_003408635	nonvertebrates
pseudomonas_sp_pic25_gca_002286785	nonvertebrates
pseudomonas_sp_picf141_gca_002286815	nonvertebrates
pseudomonas_sp_ponih3_gca_002934345	nonvertebrates
pseudomonas_sp_qc2_gca_002859085	nonvertebrates
pseudomonas_sp_r11_23_07_gca_003852295	nonvertebrates
pseudomonas_sp_r4_34_07_gca_003852375	nonvertebrates
pseudomonas_sp_r4_35_07_gca_003852235	nonvertebrates
pseudomonas_sp_r4_39_08_gca_003852275	nonvertebrates
pseudomonas_sp_r5_89_07_gca_003851685	nonvertebrates
pseudomonas_sp_r9_37_gca_003014915	nonvertebrates
pseudomonas_sp_rit288_gca_000631985	nonvertebrates
pseudomonas_sp_rit357_gca_000632245	nonvertebrates
pseudomonas_sp_rit_411_gca_003057735	nonvertebrates
pseudomonas_sp_rit_412_gca_003057685	nonvertebrates
pseudomonas_sp_rit_pi_a_gca_001187875	nonvertebrates
pseudomonas_sp_rit_pi_q_gca_001297125	nonvertebrates
pseudomonas_sp_rit_pi_r_gca_001297015	nonvertebrates
pseudomonas_sp_root329_gca_001424925	nonvertebrates
pseudomonas_sp_root401_gca_001425105	nonvertebrates
pseudomonas_sp_root562_gca_001427125	nonvertebrates
pseudomonas_sp_root569_gca_001427465	nonvertebrates
pseudomonas_sp_root68_gca_001427765	nonvertebrates
pseudomonas_sp_root71_gca_001429045	nonvertebrates
pseudomonas_sp_root9_gca_001429205	nonvertebrates
pseudomonas_sp_ru47_gca_004011755	nonvertebrates
pseudomonas_sp_rv120224_01b_gca_003208145	nonvertebrates
pseudomonas_sp_rv120224_01c_gca_003208135	nonvertebrates
pseudomonas_sp_rw405_gca_003184135	nonvertebrates
pseudomonas_sp_rw407_gca_003176655	nonvertebrates
pseudomonas_sp_rw409_gca_003184125	nonvertebrates
pseudomonas_sp_rw410_gca_003176695	nonvertebrates
pseudomonas_sp_s06b_330_gca_002845275	nonvertebrates
pseudomonas_sp_s09g_359_gca_002843605	nonvertebrates
pseudomonas_sp_s10e_269_gca_002798465	nonvertebrates
pseudomonas_sp_s150_gca_004526365	nonvertebrates
pseudomonas_sp_s199_gca_003935435	nonvertebrates
pseudomonas_sp_s3e12_gca_001702295	nonvertebrates
pseudomonas_sp_sct_gca_003864275	nonvertebrates
pseudomonas_sp_sdi_gca_003105155	nonvertebrates
pseudomonas_sp_sgair0191_gca_002812565	nonvertebrates
pseudomonas_sp_shc52_gca_000801235	nonvertebrates
pseudomonas_sp_smt_1_gca_003204195	nonvertebrates
pseudomonas_sp_snoq117_2_gca_900110545	nonvertebrates
pseudomonas_sp_ssm44_gca_003797905	nonvertebrates
pseudomonas_sp_sst3_gca_003325755	nonvertebrates
pseudomonas_sp_stflb209_gca_000829415	nonvertebrates
pseudomonas_sp_swi36_gca_002948105	nonvertebrates
pseudomonas_sp_swi6_gca_002947975	nonvertebrates
pseudomonas_sp_sxm_1_gca_004379315	nonvertebrates
pseudomonas_sp_t_gca_002079985	nonvertebrates
pseudomonas_sp_tad18_gca_001529305	nonvertebrates
pseudomonas_sp_tcu_hl1_gca_001708505	nonvertebrates
pseudomonas_sp_tko29_gca_003225735	nonvertebrates
pseudomonas_sp_tmw_2_1634_gca_001703595	nonvertebrates
pseudomonas_sp_ttu2014_066asc_gca_001446915	nonvertebrates
pseudomonas_sp_ttu2014_080asc_gca_001446935	nonvertebrates
pseudomonas_sp_ttu2014_096bsc_gca_001446945	nonvertebrates
pseudomonas_sp_ttu2014_105asc_gca_001446975	nonvertebrates
pseudomonas_sp_uc_17f4_gca_900101695	nonvertebrates
pseudomonas_sp_uril14hwk12_i12_gca_003097135	nonvertebrates
pseudomonas_sp_uril14hwk12_i2_gca_003253635	nonvertebrates
pseudomonas_sp_uril14hwk12_i5_gca_900176445	nonvertebrates
pseudomonas_sp_uril14hwk12_i8_gca_900187915	nonvertebrates
pseudomonas_sp_uril14hwk12_i9_gca_900215525	nonvertebrates
pseudomonas_sp_urmo17wk12_i10_gca_003385835	nonvertebrates
pseudomonas_sp_urmo17wk12_i11_gca_001511755	nonvertebrates
pseudomonas_sp_urmo17wk12_i11_gca_001511775	nonvertebrates
pseudomonas_sp_urmo17wk12_i2_gca_003253735	nonvertebrates
pseudomonas_sp_urmo17wk12_i5_gca_900177525	nonvertebrates
pseudomonas_sp_urmo17wk12_i6_gca_003253625	nonvertebrates
pseudomonas_sp_urmo17wk12_i7_gca_003269045	nonvertebrates
pseudomonas_sp_urmo17wk12_i9_gca_900230165	nonvertebrates
pseudomonas_sp_uw4_gca_000316175	nonvertebrates
pseudomonas_sp_v388_gca_003935425	nonvertebrates
pseudomonas_sp_vi4_1_gca_002029345	nonvertebrates
pseudomonas_sp_w15feb9b_gca_000828175	nonvertebrates
pseudomonas_sp_wcs365_gca_002796855	nonvertebrates
pseudomonas_sp_wn033_gca_002287035	nonvertebrates
pseudomonas_sp_wpr_5_2_gca_003634475	nonvertebrates
pseudomonas_sp_xwy_1_gca_002953115	nonvertebrates
pseudomonas_sp_yy_1_gca_002843095	nonvertebrates
pseudomonas_straminea_gca_900112645	nonvertebrates
pseudomonas_stutzeri_a1501_gca_000013785	nonvertebrates
pseudomonas_stutzeri_b1smn1_gca_000416345	nonvertebrates
pseudomonas_stutzeri_ccug_29243_gca_000267545	nonvertebrates
pseudomonas_stutzeri_kos6_gca_000307775	nonvertebrates
pseudomonas_stutzeri_nf13_gca_000341615	nonvertebrates
pseudomonas_stutzeri_rch2_gca_000327065	nonvertebrates
pseudomonas_stutzeri_ts44_gca_000263395	nonvertebrates
pseudomonas_synxantha_bg33r_gca_000263715	nonvertebrates
pseudomonas_synxantha_gca_000968415	nonvertebrates
pseudomonas_synxantha_gca_002022245	nonvertebrates
pseudomonas_synxantha_gca_003610085	nonvertebrates
pseudomonas_synxantha_gca_003851465	nonvertebrates
pseudomonas_synxantha_gca_003851495	nonvertebrates
pseudomonas_synxantha_gca_003851555	nonvertebrates
pseudomonas_syringae_cc1557_gca_000452705	nonvertebrates
pseudomonas_syringae_gca_000737235	nonvertebrates
pseudomonas_syringae_gca_000737245	nonvertebrates
pseudomonas_syringae_gca_001238485	nonvertebrates
pseudomonas_syringae_gca_001698815	nonvertebrates
pseudomonas_syringae_gca_002157375	nonvertebrates
pseudomonas_syringae_gca_002906135	nonvertebrates
pseudomonas_syringae_gca_002934225	nonvertebrates
pseudomonas_syringae_gca_003699505	nonvertebrates
pseudomonas_syringae_gca_003699875	nonvertebrates
pseudomonas_syringae_gca_004006335	nonvertebrates
pseudomonas_syringae_gca_004323795	nonvertebrates
pseudomonas_syringae_gca_004362325	nonvertebrates
pseudomonas_syringae_gca_900103765	nonvertebrates
pseudomonas_syringae_gca_900115275	nonvertebrates
pseudomonas_syringae_gca_900235815	nonvertebrates
pseudomonas_syringae_gca_900289125	nonvertebrates
pseudomonas_syringae_group_genomosp_3_gca_002906055	nonvertebrates
pseudomonas_syringae_group_genomosp_3_gca_900235905	nonvertebrates
pseudomonas_syringae_group_genomosp_3_gca_900289095	nonvertebrates
pseudomonas_syringae_pv_aceris_gca_001400655	nonvertebrates
pseudomonas_syringae_pv_aceris_gca_003700545	nonvertebrates
pseudomonas_syringae_pv_aceris_gca_003700575	nonvertebrates
pseudomonas_syringae_pv_aceris_gca_003701675	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_002111865	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_002762615	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_003202975	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_003202995	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_003700405	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_003701015	nonvertebrates
pseudomonas_syringae_pv_actinidiae_gca_003701075	nonvertebrates
pseudomonas_syringae_pv_actinidiae_icmp_18807_gca_000416625	nonvertebrates
pseudomonas_syringae_pv_actinidiae_icmp_19096_gca_000416645	nonvertebrates
pseudomonas_syringae_pv_actinidiae_icmp_19497_gca_001467225	nonvertebrates
pseudomonas_syringae_pv_antirrhini_gca_001401395	nonvertebrates
pseudomonas_syringae_pv_apii_gca_001401385	nonvertebrates
pseudomonas_syringae_pv_apii_gca_003699225	nonvertebrates
pseudomonas_syringae_pv_apii_gca_003702425	nonvertebrates
pseudomonas_syringae_pv_aptata_gca_001401335	nonvertebrates
pseudomonas_syringae_pv_aptata_gca_003699535	nonvertebrates
pseudomonas_syringae_pv_aptata_gca_003700795	nonvertebrates
pseudomonas_syringae_pv_aptata_gca_003702445	nonvertebrates
pseudomonas_syringae_pv_atrofaciens_gca_001400125	nonvertebrates
pseudomonas_syringae_pv_atrofaciens_gca_003699335	nonvertebrates
pseudomonas_syringae_pv_atrofaciens_gca_003699595	nonvertebrates
pseudomonas_syringae_pv_atrofaciens_gca_003700175	nonvertebrates
pseudomonas_syringae_pv_avii_gca_003702345	nonvertebrates
pseudomonas_syringae_pv_avii_gca_900235835	nonvertebrates
pseudomonas_syringae_pv_berberidis_gca_003701105	nonvertebrates
pseudomonas_syringae_pv_broussonetiae_gca_001400715	nonvertebrates
pseudomonas_syringae_pv_castaneae_gca_001400285	nonvertebrates
pseudomonas_syringae_pv_cerasicola_gca_001400215	nonvertebrates
pseudomonas_syringae_pv_cerasicola_gca_900289135	nonvertebrates
pseudomonas_syringae_pv_cilantro_gca_001293775	nonvertebrates
pseudomonas_syringae_pv_coriandricola_gca_003699105	nonvertebrates
pseudomonas_syringae_pv_coriandricola_gca_003702115	nonvertebrates
pseudomonas_syringae_pv_coryli_gca_001400235	nonvertebrates
pseudomonas_syringae_pv_cunninghamiae_gca_001400795	nonvertebrates
pseudomonas_syringae_pv_daphniphylli_gca_001400275	nonvertebrates
pseudomonas_syringae_pv_delphinii_gca_003700105	nonvertebrates
pseudomonas_syringae_pv_delphinii_gca_003701115	nonvertebrates
pseudomonas_syringae_pv_helianthi_gca_001400835	nonvertebrates
pseudomonas_syringae_pv_helianthi_gca_003701315	nonvertebrates
pseudomonas_syringae_pv_helianthi_gca_003703055	nonvertebrates
pseudomonas_syringae_pv_japonica_str_m301072_gca_000145785	nonvertebrates
pseudomonas_syringae_pv_lapsa_gca_003698895	nonvertebrates
pseudomonas_syringae_pv_maculicola_gca_001293575	nonvertebrates
pseudomonas_syringae_pv_maculicola_gca_001294185	nonvertebrates
pseudomonas_syringae_pv_maculicola_gca_001400855	nonvertebrates
pseudomonas_syringae_pv_maculicola_gca_003699635	nonvertebrates
pseudomonas_syringae_pv_maculicola_gca_003700765	nonvertebrates
pseudomonas_syringae_pv_maculicola_gca_003702755	nonvertebrates
pseudomonas_syringae_pv_maculicola_str_es4326_gca_000145845	nonvertebrates
pseudomonas_syringae_pv_papulans_gca_003699185	nonvertebrates
pseudomonas_syringae_pv_papulans_gca_003699835	nonvertebrates
pseudomonas_syringae_pv_persicae_gca_003700805	nonvertebrates
pseudomonas_syringae_pv_persicae_gca_003701365	nonvertebrates
pseudomonas_syringae_pv_philadelphi_gca_003700065	nonvertebrates
pseudomonas_syringae_pv_pisi_gca_003207975	nonvertebrates
pseudomonas_syringae_pv_pisi_gca_003699035	nonvertebrates
pseudomonas_syringae_pv_pisi_gca_003700675	nonvertebrates
pseudomonas_syringae_pv_pisi_str_1704b_gca_000145805	nonvertebrates
pseudomonas_syringae_pv_primulae_gca_001400635	nonvertebrates
pseudomonas_syringae_pv_primulae_gca_003700055	nonvertebrates
pseudomonas_syringae_pv_primulae_gca_003700345	nonvertebrates
pseudomonas_syringae_pv_rhaphiolepidis_gca_001400995	nonvertebrates
pseudomonas_syringae_pv_ribicola_gca_001400955	nonvertebrates
pseudomonas_syringae_pv_ribicola_gca_003698905	nonvertebrates
pseudomonas_syringae_pv_solidagae_gca_001401055	nonvertebrates
pseudomonas_syringae_pv_solidagae_gca_003701885	nonvertebrates
pseudomonas_syringae_pv_solidagae_gca_003701925	nonvertebrates
pseudomonas_syringae_pv_spinaceae_gca_001401065	nonvertebrates
pseudomonas_syringae_pv_spinaceae_gca_003701855	nonvertebrates
pseudomonas_syringae_pv_syringae_b728a_gca_000012245	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_001401075	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_002916225	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_002916255	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_003205905	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_003698995	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_003700375	nonvertebrates
pseudomonas_syringae_pv_syringae_gca_003702385	nonvertebrates
pseudomonas_syringae_pv_syringae_pd2766_gca_001466965	nonvertebrates
pseudomonas_syringae_pv_tagetis_gca_001401315	nonvertebrates
pseudomonas_syringae_pv_tagetis_gca_003700835	nonvertebrates
pseudomonas_syringae_pv_theae_gca_003702275	nonvertebrates
pseudomonas_syringae_pv_tomato_gca_001401135	nonvertebrates
pseudomonas_syringae_pv_tomato_gca_003701175	nonvertebrates
pseudomonas_syringae_pv_tomato_gca_003702935	nonvertebrates
pseudomonas_syringae_pv_tomato_str_dc3000_gca_000007805	nonvertebrates
pseudomonas_syringae_pv_viburni_gca_001401175	nonvertebrates
pseudomonas_taeanensis_ms_3_gca_000498575	nonvertebrates
pseudomonas_taetrolens_gca_001042915	nonvertebrates
pseudomonas_taiwanensis_sj9_gca_000500605	nonvertebrates
pseudomonas_thivervalensis_gca_001637285	nonvertebrates
pseudomonas_thivervalensis_gca_003293325	nonvertebrates
pseudomonas_thivervalensis_gca_003293395	nonvertebrates
pseudomonas_thivervalensis_gca_900102295	nonvertebrates
pseudomonas_tolaasii_ncppb_2192_gca_002813445	nonvertebrates
pseudomonas_toyotomiensis_gca_002741095	nonvertebrates
pseudomonas_toyotomiensis_gca_900115695	nonvertebrates
pseudomonas_tremae_gca_001401155	nonvertebrates
pseudomonas_trivialis_gca_001186335	nonvertebrates
pseudomonas_trivialis_gca_001439805	nonvertebrates
pseudomonas_tructae_gca_004214895	nonvertebrates
pseudomonas_umsongensis_gca_900105285	nonvertebrates
pseudomonas_vancouverensis_gca_004348895	nonvertebrates
pseudomonas_vancouverensis_gca_900105825	nonvertebrates
pseudomonas_veronii_1ydbtex2_gca_900092355	nonvertebrates
pseudomonas_veronii_gca_001439695	nonvertebrates
pseudomonas_veronii_gca_003970115	nonvertebrates
pseudomonas_veronii_gca_004015785	nonvertebrates
pseudomonas_versuta_gca_001294575	nonvertebrates
pseudomonas_versuta_gca_001901355	nonvertebrates
pseudomonas_viciae_gca_004786035	nonvertebrates
pseudomonas_viridiflava_gca_001401215	nonvertebrates
pseudomonas_viridiflava_gca_002723575	nonvertebrates
pseudomonas_viridiflava_gca_003700305	nonvertebrates
pseudomonas_viridiflava_gca_003702045	nonvertebrates
pseudomonas_viridiflava_gca_005233555	nonvertebrates
pseudomonas_viridiflava_gca_005233675	nonvertebrates
pseudomonas_viridiflava_gca_900184295	nonvertebrates
pseudomonas_viridiflava_icmp_13104_gca_001466975	nonvertebrates
pseudomonas_vranovensis_gca_003731745	nonvertebrates
pseudomonas_wadenswilerensis_gca_900497695	nonvertebrates
pseudomonas_weihenstephanensis_gca_001043055	nonvertebrates
pseudomonas_xanthomarina_dsm_18231_gca_900129835	nonvertebrates
pseudomonas_yamanorum_gca_001612705	nonvertebrates
pseudomonas_yamanorum_gca_900105735	nonvertebrates
pseudomonas_yangmingensis_gca_900114825	nonvertebrates
pseudomonas_zeshuii_gca_900141925	nonvertebrates
pseudomonas_zhaodongensis_gca_003293815	nonvertebrates
pseudomonas_zhaodongensis_gca_003696365	nonvertebrates
pseudonocardia_alni_gca_002813375	nonvertebrates
pseudonocardia_ammonioxydans_gca_900115005	nonvertebrates
pseudonocardia_autotrophica_gca_002119215	nonvertebrates
pseudonocardia_dioxanivorans_cb1190_gca_000196675	nonvertebrates
pseudonocardia_endophytica_gca_004339565	nonvertebrates
pseudonocardia_oroxyli_gca_900102195	nonvertebrates
pseudonocardia_sediminis_gca_004217185	nonvertebrates
pseudonocardia_sp_73_21_gca_001899645	nonvertebrates
pseudonocardia_sp_ae356_ps1_gca_001932395	nonvertebrates
pseudonocardia_sp_ae706_ps2_gca_001932325	nonvertebrates
pseudonocardia_sp_ae707_ps1_gca_001932485	nonvertebrates
pseudonocardia_sp_ae717_ps2_gca_001932475	nonvertebrates
pseudonocardia_sp_ec080619_01_gca_001420995	nonvertebrates
pseudonocardia_sp_hh130629_09_gca_001294645	nonvertebrates
pseudonocardia_sp_hh130630_07_gca_001698125	nonvertebrates
pseudonocardia_sp_mh_g8_gca_002262885	nonvertebrates
pseudonocardia_sp_n23_gca_002583555	nonvertebrates
pseudonocardia_sp_scn_73_27_gca_001725415	nonvertebrates
pseudonocardia_thermophila_gca_900142365	nonvertebrates
pseudonocardiaceae_bacterium_gca_003963135	nonvertebrates
pseudonocardiaceae_bacterium_uicc_b_83_gca_005405885	nonvertebrates
pseudonocardiaceae_bacterium_yim_ph_21723_gca_003600225	nonvertebrates
pseudonocardiales_bacterium_gca_003244055	nonvertebrates
pseudonocardiales_bacterium_gca_003244245	nonvertebrates
pseudooceanicola_algae_gca_003590145	nonvertebrates
pseudooceanicola_antarcticus_gca_900215355	nonvertebrates
pseudooceanicola_atlanticus_gca_000768315	nonvertebrates
pseudooceanicola_lipolyticus_gca_002786325	nonvertebrates
pseudooceanicola_marinus_gca_900172385	nonvertebrates
pseudooceanicola_nitratireducens_gca_900112545	nonvertebrates
pseudooceanicola_sp__gca_002706905	nonvertebrates
pseudooctadecabacter_jejudonensis_gca_900172275	nonvertebrates
pseudopedobacter_saltans_dsm_12145_gca_000190735	nonvertebrates
pseudopedobacter_saltans_gca_003241175	nonvertebrates
pseudoprevotella_muciniphila_gca_003265305	nonvertebrates
pseudoprimorskyibacter_insulae_gca_900302505	nonvertebrates
pseudopuniceibacterium_sediminis_gca_003575965	nonvertebrates
pseudoramibacter_alactolyticus_atcc_23263_gca_000185505	nonvertebrates
pseudorhizobium_banfieldiae_gca_000967425	nonvertebrates
pseudorhizobium_pelagicum_gca_000722615	nonvertebrates
pseudorhodobacter_antarcticus_gca_900110135	nonvertebrates
pseudorhodobacter_sp_e13_gca_003991405	nonvertebrates
pseudorhodobacter_sp_mzdsw_24at_gca_002794355	nonvertebrates
pseudorhodobacter_sp_parrp1_gca_002256245	nonvertebrates
pseudorhodobacter_turbinis_gca_005234135	nonvertebrates
pseudorhodoferax_soli_gca_003337555	nonvertebrates
pseudorhodoferax_sp_leaf265_gca_001422365	nonvertebrates
pseudorhodoferax_sp_leaf267_gca_001422405	nonvertebrates
pseudorhodoferax_sp_leaf274_gca_001422445	nonvertebrates
pseudorhodoplanes_sinuspersici_gca_002119765	nonvertebrates
pseudoroseicyclus_aestuarii_gca_003217255	nonvertebrates
pseudoruegeria_aquimaris_gca_900172235	nonvertebrates
pseudoruegeria_sp_sk021_gca_002119405	nonvertebrates
pseudoscardovia_radai_gca_002259605	nonvertebrates
pseudoscardovia_suis_gca_002259715	nonvertebrates
pseudospirillum_japonicum_gca_900108915	nonvertebrates
pseudosporangium_ferrugineum_gca_003002065	nonvertebrates
pseudosulfitobacter_pseudonitzschiae_gca_000712315	nonvertebrates
pseudosulfitobacter_pseudonitzschiae_gca_002222635	nonvertebrates
pseudothermotoga_hypogea_dsm_11164_nbrc_106472_gca_000816145	nonvertebrates
pseudothermotoga_lettingae_tmo_gca_000017865	nonvertebrates
pseudothermotoga_sp__gca_003526015	nonvertebrates
pseudothermotoga_thermarum_dsm_5069_gca_000217815	nonvertebrates
pseudothioclava_arenosa_gca_002358085	nonvertebrates
pseudovibrio_axinellae_gca_001623255	nonvertebrates
pseudovibrio_denitrificans_gca_900116575	nonvertebrates
pseudovibrio_exalbescens_gca_001907205	nonvertebrates
pseudovibrio_sp_ad26_gca_001623285	nonvertebrates
pseudovibrio_sp_fo_beg1_gca_000236645	nonvertebrates
pseudovibrio_sp_je062_gca_000156235	nonvertebrates
pseudovibrio_sp_tun_psc04_5_i4_gca_900104145	nonvertebrates
pseudovibrio_sp_w74_gca_001623085	nonvertebrates
pseudovibrio_sp_wm33_gca_001623165	nonvertebrates
pseudoxanthobacter_soli_dsm_19599_gca_900148505	nonvertebrates
pseudoxanthomonas_dokdonensis_gca_001431405	nonvertebrates
pseudoxanthomonas_indica_gca_900167565	nonvertebrates
pseudoxanthomonas_sp_cf125_gca_900104085	nonvertebrates
pseudoxanthomonas_sp_cf385_gca_900104255	nonvertebrates
pseudoxanthomonas_sp_gm95_gca_900109775	nonvertebrates
pseudoxanthomonas_sp_gss15_gca_004122095	nonvertebrates
pseudoxanthomonas_sp_kas_5_3_gca_002933615	nonvertebrates
pseudoxanthomonas_sp_root630_gca_001427585	nonvertebrates
pseudoxanthomonas_sp_root65_gca_001427635	nonvertebrates
pseudoxanthomonas_sp_sgd_10_gca_003931575	nonvertebrates
pseudoxanthomonas_sp_x_1_gca_005885755	nonvertebrates
pseudoxanthomonas_spadix_bd_a59_gca_000233915	nonvertebrates
pseudoxanthomonas_spadix_gca_003703395	nonvertebrates
pseudoxanthomonas_suwonensis_11_1_gca_000185965	nonvertebrates
pseudoxanthomonas_suwonensis_gca_000972865	nonvertebrates
pseudoxanthomonas_suwonensis_gca_003240695	nonvertebrates
pseudoxanthomonas_winnipegensis_gca_004284175	nonvertebrates
pseudoxanthomonas_winnipegensis_gca_004284595	nonvertebrates
pseudoxanthomonas_winnipegensis_gca_004284655	nonvertebrates
pseudoxanthomonas_winnipegensis_gca_004284685	nonvertebrates
pseudoxanthomonas_winnipegensis_gca_004327995	nonvertebrates
pseudoxanthomonas_wuyuanensis_gca_900215535	nonvertebrates
pseudozobellia_sp__gca_002715605	nonvertebrates
pseudozobellia_sp_ccmm003_gca_003626755	nonvertebrates
pseudozobellia_thermophila_gca_900141855	nonvertebrates
psychrilyobacter_sp_s5_gca_003345675	nonvertebrates
psychrobacillus_insolitus_gca_003254155	nonvertebrates
psychrobacillus_psychrodurans_gca_900114885	nonvertebrates
psychrobacillus_psychrotolerans_gca_900115805	nonvertebrates
psychrobacillus_sp_fjat_21963_gca_001420585	nonvertebrates
psychrobacillus_sp_ok028_gca_900103605	nonvertebrates
psychrobacillus_sp_ok032_gca_900111345	nonvertebrates
psychrobacter_alimentarius_gca_001606025	nonvertebrates
psychrobacter_aquaticus_cms_56_gca_000471625	nonvertebrates
psychrobacter_arcticus_273_4_gca_000012305	nonvertebrates
psychrobacter_cryohalolentis_k5_gca_000013905	nonvertebrates
psychrobacter_fozii_gca_003217155	nonvertebrates
psychrobacter_immobilis_gca_003148585	nonvertebrates
psychrobacter_pacificensis_gca_900101915	nonvertebrates
psychrobacter_pasteurii_gca_900162815	nonvertebrates
psychrobacter_phenylpyruvicus_gca_900455955	nonvertebrates
psychrobacter_piechaudii_gca_900162825	nonvertebrates
psychrobacter_piscatorii_gca_001444505	nonvertebrates
psychrobacter_sp_4bb_gca_002836735	nonvertebrates
psychrobacter_sp_4dc_gca_002836715	nonvertebrates
psychrobacter_sp__gca_003522395	nonvertebrates
psychrobacter_sp__gca_003530515	nonvertebrates
psychrobacter_sp__gca_003542795	nonvertebrates
psychrobacter_sp__gca_003545355	nonvertebrates
psychrobacter_sp_antimn_1_gca_001854065	nonvertebrates
psychrobacter_sp_c_20_9_gca_001921765	nonvertebrates
psychrobacter_sp_choline_02u_9_gca_002836505	nonvertebrates
psychrobacter_sp_cmf_22_2_gca_001921745	nonvertebrates
psychrobacter_sp_dab_al32b_gca_002224105	nonvertebrates
psychrobacter_sp_dab_al43b_gca_900168255	nonvertebrates
psychrobacter_sp_fdaargos_221_gca_002313155	nonvertebrates
psychrobacter_sp_g_gca_000418305	nonvertebrates
psychrobacter_sp_jb193_gca_002285555	nonvertebrates
psychrobacter_sp_jb385_gca_900163785	nonvertebrates
psychrobacter_sp_jcm_18900_gca_000586415	nonvertebrates
psychrobacter_sp_jcm_18901_gca_000586435	nonvertebrates
psychrobacter_sp_jcm_18902_gca_000586455	nonvertebrates
psychrobacter_sp_jcm_18903_gca_000586475	nonvertebrates
psychrobacter_sp_l7_gca_002810365	nonvertebrates
psychrobacter_sp_mes7_p7e_gca_002863645	nonvertebrates
psychrobacter_sp_p11f6_gca_001435295	nonvertebrates
psychrobacter_sp_p11g3_gca_001435845	nonvertebrates
psychrobacter_sp_p11g5_gca_001593305	nonvertebrates
psychrobacter_sp_prwf_1_gca_000016885	nonvertebrates
psychrobacter_sp_rd_27_2_gca_001921755	nonvertebrates
psychrobacter_sp_sarcosine_02u_2_gca_002836335	nonvertebrates
psychrobacter_sp_sarcosine_3u_12_gca_002836005	nonvertebrates
psychrobacter_sp_shues1_gca_001652315	nonvertebrates
psychrobacter_urativorans_gca_001298525	nonvertebrates
psychroflexus_halocasei_gca_900107595	nonvertebrates
psychroflexus_salarius_gca_900129035	nonvertebrates
psychroflexus_sediminis_gca_900099815	nonvertebrates
psychroflexus_sp_mes1_p1e_gca_002836055	nonvertebrates
psychroflexus_sp_s27_gca_002810405	nonvertebrates
psychroflexus_torquis_atcc_700755_gca_000153485	nonvertebrates
psychromicrobium_lacuslunae_gca_000950575	nonvertebrates
psychromonas_ingrahamii_37_gca_000015285	nonvertebrates
psychromonas_sp_b3m02_gca_003318165	nonvertebrates
psychromonas_sp_cnpt3_gca_000153405	nonvertebrates
psychromonas_sp_mb_3u_54_gca_002836415	nonvertebrates
psychromonas_sp_psych_6c06_gca_002835465	nonvertebrates
psychromonas_sp_urea_02u_13_gca_002835995	nonvertebrates
psychroserpens_sp_njdz02_gca_004843725	nonvertebrates
psychrosphaera_saromensis_gca_002954545	nonvertebrates
pueribacillus_theae_gca_003097615	nonvertebrates
pukyongia_salina_gca_002966125	nonvertebrates
pukyongiella_litopenaei_gca_003008555	nonvertebrates
puniceibacterium_antarcticum_gca_002760615	nonvertebrates
puniceibacterium_sediminis_gca_900188035	nonvertebrates
puniceibacterium_sp_imcc21224_gca_001038505	nonvertebrates
